,NumEmpleado,Horario,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado
1375,16267,22:00 - 23:00, , , , , , 
1376,16267,12,,,,,,
1377,16292,7:00 - 8:00, , , , , , 
1378,16292,8:00 - 9:00, , , , , , 
1379,16292,9:00 - 10:00, , , , , , 
1380,16292,10:00 - 11:00, , , , , , 
1381,16292,11:00 - 12:00, , , , , , 
1382,16292,12:00 - 13:00, , , , , , 
1383,16292,13:00 - 14:00, , , , , , 
1384,16292,14:00 - 15:00, , , , , , 
1385,16292,15:00 - 16:00, , , , , , 
1386,16292,16:00 - 17:00, , , , , , 
1387,16292,17:00 - 18:00, , , , , , 
1388,16292,18:00 - 19:00,X, ,X, , , 
1389,16292,19:00 - 20:00,X, ,X, , , 
1390,16292,20:00 - 21:00, , , , , , 
1391,16292,21:00 - 22:00, , , , , , 
1392,16292,22:00 - 23:00, , , , , , 
1393,16292,4,,,,,,
1394,16294,7:00 - 8:00,X,X, ,X,X, 
1395,16294,8:00 - 9:00,X,X,X,X,X, 
1396,16294,9:00 - 10:00,X,X,X,X,X, 
1397,16294,10:00 - 11:00,X,X,X,X,X, 
1398,16294,11:00 - 12:00, , ,X, , , 
1399,16294,12:00 - 13:00, , , , , , 
1400,16294,13:00 - 14:00, , , , , , 
1401,16294,14:00 - 15:00, , , , , , 
1402,16294,15:00 - 16:00, , , , , , 
1403,16294,16:00 - 17:00, , , , , , 
1404,16294,17:00 - 18:00, , , , , , 
1405,16294,18:00 - 19:00, , , , , , 
1406,16294,19:00 - 20:00, , , , , , 
1407,16294,20:00 - 21:00, , , , , , 
1408,16294,21:00 - 22:00, , , , , , 
1409,16294,22:00 - 23:00, , , , , , 
1410,16294,20,,,,,,
1411,16366,7:00 - 8:00, , , , , , 
1412,16366,8:00 - 9:00, , , , , , 
1413,16366,9:00 - 10:00, , , , , , 
1414,16366,10:00 - 11:00, , , , , , 
1415,16366,11:00 - 12:00, , , , , , 
1416,16366,12:00 - 13:00, , , , , , 
1417,16366,13:00 - 14:00, , , , , , 
1418,16366,14:00 - 15:00, ,X, , , , 
1419,16366,15:00 - 16:00, ,X, , , , 
1420,16366,16:00 - 17:00,X,X,X,X, , 
1421,16366,17:00 - 18:00,X, , ,X, , 
1422,16366,18:00 - 19:00,X,X,X, , , 
1423,16366,19:00 - 20:00, , , , , , 
1424,16366,20:00 - 21:00, , , , , , 
1425,16366,21:00 - 22:00, , , , , , 
1426,16366,22:00 - 23:00, , , , , , 
1427,16366,11,,,,,,
1428,16649,7:00 - 8:00, , , , , , 
1429,16649,8:00 - 9:00, , , , , , 
1430,16649,9:00 - 10:00,X,X,X,X,X, 
1431,16649,10:00 - 11:00,X,X,X,X,X, 
1432,16649,11:00 - 12:00,X,X,X,X,X, 
1433,16649,12:00 - 13:00,X,X,X,X,X, 
1434,16649,13:00 - 14:00, , , , , , 
1435,16649,14:00 - 15:00, , , , , , 
1436,16649,15:00 - 16:00, , , , , , 
1437,16649,16:00 - 17:00,X,X,X,X,X, 
1438,16649,17:00 - 18:00,X,X,X,X,X, 
1439,16649,18:00 - 19:00,X,X,X,X,X, 
1440,16649,19:00 - 20:00,X,X,X,X,X, 
1441,16649,20:00 - 21:00, , , , , , 
1442,16649,21:00 - 22:00, , , , , , 
1443,16649,22:00 - 23:00, , , , , , 
1444,16649,40,,,,,,
1445,16828,7:00 - 8:00, , , , , , 
1446,16828,8:00 - 9:00, , , , , , 
1447,16828,9:00 - 10:00,X,X,X,X,X, 
1448,16828,10:00 - 11:00,X,X,X,X,X, 
1449,16828,11:00 - 12:00,X,X,X,X,X, 
1450,16828,12:00 - 13:00,X,X,X,X,X, 
1451,16828,13:00 - 14:00, , , , , , 
1452,16828,14:00 - 15:00, , , , , , 
1453,16828,15:00 - 16:00, , , , , , 
1454,16828,16:00 - 17:00, , , , , , 
1455,16828,17:00 - 18:00, , , , , , 
1456,16828,18:00 - 19:00,X,X,X,X,X, 
1457,16828,19:00 - 20:00,X,X,X,X,X, 
1458,16828,20:00 - 21:00,X,X,X,X,X, 
1459,16828,21:00 - 22:00,X,X,X,X,X, 
1460,16828,22:00 - 23:00, , , , , , 
1461,16828,40,,,,,,
1462,16866,7:00 - 8:00, , , , , , 
1463,16866,8:00 - 9:00,X,X,X,X,X, 
1464,16866,9:00 - 10:00,X,X,X,X,X, 
1465,16866,10:00 - 11:00,X,X,X,X,X, 
1466,16866,11:00 - 12:00,X,X,X,X,X, 
1467,16866,12:00 - 13:00,X,X,X, ,X, 
1468,16866,13:00 - 14:00, , , , , , 
1469,16866,14:00 - 15:00, , , , , , 
1470,16866,15:00 - 16:00, , , , , , 
1471,16866,16:00 - 17:00,X, ,X,X,X, 
1472,16866,17:00 - 18:00,X,X,X,X,X, 
1473,16866,18:00 - 19:00,X, ,X,X,X, 
1474,16866,19:00 - 20:00, , , , , , 
1475,16866,20:00 - 21:00, , , , , , 
1476,16866,21:00 - 22:00, , , , , , 
1477,16866,22:00 - 23:00, , , , , , 
1478,16866,37,,,,,,
1479,16896,7:00 - 8:00, , , , , , 
1480,16896,8:00 - 9:00, , , , , , 
1481,16896,9:00 - 10:00, , , , , , 
1482,16896,10:00 - 11:00, , , , , , 
1483,16896,11:00 - 12:00, , , , , , 
1484,16896,12:00 - 13:00, , , , , , 
1485,16896,13:00 - 14:00, , , , , , 
1486,16896,14:00 - 15:00, , , , , , 
1487,16896,15:00 - 16:00, , , , , , 
1488,16896,16:00 - 17:00, , , , , , 
1489,16896,17:00 - 18:00, , , , , , 
1490,16896,18:00 - 19:00, ,X,X, ,X, 
1491,16896,19:00 - 20:00, ,X,X, ,X, 
1492,16896,20:00 - 21:00,X, , ,X,X, 
1493,16896,21:00 - 22:00,X, , ,X,X, 
1494,16896,22:00 - 23:00, , , , , , 
1495,16896,12,,,,,,
1496,16910,7:00 - 8:00, , , , , , 
1497,16910,8:00 - 9:00, , , , , , 
1498,16910,9:00 - 10:00, , , , , , 
1499,16910,10:00 - 11:00, , , , , , 
1500,16910,11:00 - 12:00, , , , , , 
1501,16910,12:00 - 13:00, , , , , , 
1502,16910,13:00 - 14:00, , , , , , 
1503,16910,14:00 - 15:00, , , , , , 
1504,16910,15:00 - 16:00, , , , , , 
1505,16910,16:00 - 17:00, , , , , , 
1506,16910,17:00 - 18:00, , , , , , 
1507,16910,18:00 - 19:00, ,X, ,X, , 
1508,16910,19:00 - 20:00, ,X, ,X, , 
1509,16910,20:00 - 21:00, , , , , , 
1510,16910,21:00 - 22:00, , , , , , 
1511,16910,22:00 - 23:00, , , , , , 
1512,16910,4,,,,,,
1513,16975,7:00 - 8:00, , , , , , 
1514,16975,8:00 - 9:00, , , , , , 
1515,16975,9:00 - 10:00, ,X, , , , 
1516,16975,10:00 - 11:00, ,X,X, ,X, 
1517,16975,11:00 - 12:00, , ,X, ,X, 
1518,16975,12:00 - 13:00, , ,X,X,X, 
1519,16975,13:00 - 14:00, , , ,X,X, 
1520,16975,14:00 - 15:00, , , , , , 
1521,16975,15:00 - 16:00, , , , , , 
1522,16975,16:00 - 17:00, , , ,X,X, 
1523,16975,17:00 - 18:00, , , ,X,X, 
1524,16975,18:00 - 19:00, , , , ,X, 
1525,16975,19:00 - 20:00,X, , , ,X, 
1526,16975,20:00 - 21:00, , , , , , 
1527,16975,21:00 - 22:00, , , , , , 
1528,16975,22:00 - 23:00, , , , , , 
1529,16975,18,,,,,,
1530,17002,7:00 - 8:00, , , , , , 
1531,17002,8:00 - 9:00,X,X, , , , 
1532,17002,9:00 - 10:00,X,X,X, , , 
1533,17002,10:00 - 11:00, ,X,X, ,X, 
1534,17002,11:00 - 12:00, , , , , , 
1535,17002,12:00 - 13:00, ,X, , , , 
1536,17002,13:00 - 14:00, , , , , , 
1537,17002,14:00 - 15:00, , , , , , 
1538,17002,15:00 - 16:00, , , , , , 
1539,17002,16:00 - 17:00, , ,X,X,X, 
1540,17002,17:00 - 18:00, , ,X,X,X, 
1541,17002,18:00 - 19:00, , , , , , 
1542,17002,19:00 - 20:00, , , , , , 
1543,17002,20:00 - 21:00, , , , , , 
1544,17002,21:00 - 22:00, , , , , , 
1545,17002,22:00 - 23:00, , , , , , 
1546,17002,15,,,,,,
1547,17063,7:00 - 8:00, , ,X,X, , 
1548,17063,8:00 - 9:00, ,X,X,X, , 
1549,17063,9:00 - 10:00, ,X, ,X, , 
1550,17063,10:00 - 11:00, , , , , , 
1551,17063,11:00 - 12:00, , , , , , 
1552,17063,12:00 - 13:00, , , , , , 
1553,17063,13:00 - 14:00, , , , , , 
1554,17063,14:00 - 15:00,X, , , , , 
1555,17063,15:00 - 16:00,X, , , , , 
1556,17063,16:00 - 17:00,X, , , ,X, 
1557,17063,17:00 - 18:00,X, , , ,X, 
1558,17063,18:00 - 19:00, , , , , , 
1559,17063,19:00 - 20:00, , , ,X, , 
1560,17063,20:00 - 21:00, , , , , , 
1561,17063,21:00 - 22:00, , , , , , 
1562,17063,22:00 - 23:00, , , , , , 
1563,17063,14,,,,,,
1564,17186,7:00 - 8:00, , , , , , 
1565,17186,8:00 - 9:00, , , , , , 
1566,17186,9:00 - 10:00, , , , , , 
1567,17186,10:00 - 11:00, , , , , , 
1568,17186,11:00 - 12:00, , , , , , 
1569,17186,12:00 - 13:00, , , , , , 
1570,17186,13:00 - 14:00, , , , , , 
1571,17186,14:00 - 15:00, , , , , , 
1572,17186,15:00 - 16:00, , , , , , 
1573,17186,16:00 - 17:00,X, , , , , 
1574,17186,17:00 - 18:00,X, , , , , 
1575,17186,18:00 - 19:00,X, , , ,X, 
1576,17186,19:00 - 20:00,X, , , ,X, 
1577,17186,20:00 - 21:00, , , , ,X, 
1578,17186,21:00 - 22:00, , , , ,X, 
1579,17186,22:00 - 23:00, , , , , , 
1580,17186,8,,,,,,
1581,17309,7:00 - 8:00, , , , , , 
1582,17309,8:00 - 9:00, , , , , , 
1583,17309,9:00 - 10:00,X,X,X,X,X, 
1584,17309,10:00 - 11:00,X,X,X,X,X, 
1585,17309,11:00 - 12:00,X,X,X,X,X, 
1586,17309,12:00 - 13:00,X,X,X,X,X, 
1587,17309,13:00 - 14:00, , , , , , 
1588,17309,14:00 - 15:00, , , , , , 
1589,17309,15:00 - 16:00, , , , , , 
1590,17309,16:00 - 17:00,X,X,X,X,X, 
1591,17309,17:00 - 18:00,X,X,X,X,X, 
1592,17309,18:00 - 19:00,X,X,X,X, , 
1593,17309,19:00 - 20:00, , , , , , 
1594,17309,20:00 - 21:00, , , , , , 
1595,17309,21:00 - 22:00, , , , , , 
1596,17309,22:00 - 23:00, , , , , , 
1597,17309,34,,,,,,
1598,17717,7:00 - 8:00,X,X,X,X,X, 
1599,17717,8:00 - 9:00,X,X,X,X,X, 
1600,17717,9:00 - 10:00,X,X,X,X,X, 
1601,17717,10:00 - 11:00,X,X,X,X,X, 
1602,17717,11:00 - 12:00,X,X,X,X,X, 
1603,17717,12:00 - 13:00,X,X,X,X,X, 
1604,17717,13:00 - 14:00,X,X,X,X,X, 
1605,17717,14:00 - 15:00,X,X,X,X,X, 
1606,17717,15:00 - 16:00, , , , , , 
1607,17717,16:00 - 17:00, , , , , , 
1608,17717,17:00 - 18:00, , , , , , 
1609,17717,18:00 - 19:00, , , , , , 
1610,17717,19:00 - 20:00, , , , , , 
1611,17717,20:00 - 21:00, , , , , , 
1612,17717,21:00 - 22:00, , , , , , 
1613,17717,22:00 - 23:00, , , , , , 
1614,17717,40,,,,,,
1615,17749,7:00 - 8:00, , , , , , 
1616,17749,8:00 - 9:00, , , , , , 
1617,17749,9:00 - 10:00, , , , , , 
1618,17749,10:00 - 11:00, , , , , , 
1619,17749,11:00 - 12:00, , , , , , 
1620,17749,12:00 - 13:00, , , , , , 
1621,17749,13:00 - 14:00, , , , , , 
1622,17749,14:00 - 15:00,X, , ,X,X, 
1623,17749,15:00 - 16:00,X, , ,X,X, 
1624,17749,16:00 - 17:00, , , , , , 
1625,17749,17:00 - 18:00, , , , , , 
1626,17749,18:00 - 19:00, , , , , , 
1627,17749,19:00 - 20:00, , , , , , 
1628,17749,20:00 - 21:00, , , , , , 
1629,17749,21:00 - 22:00, , , , , , 
1630,17749,22:00 - 23:00, , , , , , 
1631,17749,6,,,,,,
1632,17776,7:00 - 8:00,X,X, , , , 
1633,17776,8:00 - 9:00,X, , , , , 
1634,17776,9:00 - 10:00, , , , , , 
1635,17776,10:00 - 11:00, , , , , , 
1636,17776,11:00 - 12:00, , , , , , 
1637,17776,12:00 - 13:00, , , , , , 
1638,17776,13:00 - 14:00, , , , , , 
1639,17776,14:00 - 15:00, , , , , , 
1640,17776,15:00 - 16:00, , , , , , 
1641,17776,16:00 - 17:00,X, , ,X,X, 
1642,17776,17:00 - 18:00,X,X,X,X,X, 
1643,17776,18:00 - 19:00, , , , , , 
1644,17776,19:00 - 20:00, , , , , , 
1645,17776,20:00 - 21:00, , , , , , 
1646,17776,21:00 - 22:00, , , , , , 
1647,17776,22:00 - 23:00, , , , , , 
1648,17776,11,,,,,,
1649,17819,7:00 - 8:00, , , , , , 
1650,17819,8:00 - 9:00,X,X, ,X, , 
1651,17819,9:00 - 10:00,X,X, ,X, , 
1652,17819,10:00 - 11:00,X,X, ,X, , 
1653,17819,11:00 - 12:00,X, , ,X, , 
1654,17819,12:00 - 13:00, , , , , , 
1655,17819,13:00 - 14:00, , , , , , 
1656,17819,14:00 - 15:00, , , , , , 
1657,17819,15:00 - 16:00, , , , , , 
1658,17819,16:00 - 17:00, , , , , , 
1659,17819,17:00 - 18:00, , , , , , 
1660,17819,18:00 - 19:00, , , , , , 
1661,17819,19:00 - 20:00, , , , , , 
1662,17819,20:00 - 21:00, , , , , , 
1663,17819,21:00 - 22:00, , , , , , 
1664,17819,22:00 - 23:00, , , , , , 
1665,17819,11,,,,,,
1666,17847,7:00 - 8:00, , , , , , 
1667,17847,8:00 - 9:00, , , , , , 
1668,17847,9:00 - 10:00, , , , , , 
1669,17847,10:00 - 11:00, , , , , , 
1670,17847,11:00 - 12:00, , , , , , 
1671,17847,12:00 - 13:00, , , , , , 
1672,17847,13:00 - 14:00, , , , , , 
1673,17847,14:00 - 15:00, , , , , , 
1674,17847,15:00 - 16:00, , , , , , 
1675,17847,16:00 - 17:00,X,X, , , , 
1676,17847,17:00 - 18:00,X,X, , , , 
1677,17847,18:00 - 19:00, , ,X, , , 
1678,17847,19:00 - 20:00, , ,X, , , 
1679,17847,20:00 - 21:00, , , , , , 
1680,17847,21:00 - 22:00, , , , , , 
1681,17847,22:00 - 23:00, , , , , , 
1682,17847,6,,,,,,
1683,17863,7:00 - 8:00, , ,X, ,X, 
1684,17863,8:00 - 9:00,X, ,X, ,X, 
1685,17863,9:00 - 10:00, , , , , , 
1686,17863,10:00 - 11:00, , , , , , 
1687,17863,11:00 - 12:00, , , , , , 
1688,17863,12:00 - 13:00, , , , , , 
1689,17863,13:00 - 14:00, , , , , , 
1690,17863,14:00 - 15:00, , , , , , 
1691,17863,15:00 - 16:00, , , , , , 
1692,17863,16:00 - 17:00, , , , , , 
1693,17863,17:00 - 18:00, , , , , , 
1694,17863,18:00 - 19:00, , , , , , 
1695,17863,19:00 - 20:00, , , , , , 
1696,17863,20:00 - 21:00, , , , , , 
1697,17863,21:00 - 22:00, , , , , , 
1698,17863,22:00 - 23:00, , , , , , 
1699,17863,5,,,,,,
1700,17872,7:00 - 8:00,X,X,X, ,X, 
1701,17872,8:00 - 9:00,X,X,X, ,X, 
1702,17872,9:00 - 10:00,X,X,X, ,X, 
1703,17872,10:00 - 11:00,X,X,X, , , 
1704,17872,11:00 - 12:00, ,X, , , , 
1705,17872,12:00 - 13:00, ,X, , , , 
1706,17872,13:00 - 14:00, , , , , , 
1707,17872,14:00 - 15:00, , , , , , 
1708,17872,15:00 - 16:00, , , , , , 
1709,17872,16:00 - 17:00, , , , , , 
1710,17872,17:00 - 18:00, , , , , , 
1711,17872,18:00 - 19:00, , , , , , 
1712,17872,19:00 - 20:00, , , , , , 
1713,17872,20:00 - 21:00, , , , , , 
1714,17872,21:00 - 22:00, , , , , , 
1715,17872,22:00 - 23:00, , , , , , 
1716,17872,17,,,,,,
1717,18085,7:00 - 8:00, , ,X, , , 
1718,18085,8:00 - 9:00, , ,X, , , 
1719,18085,9:00 - 10:00, , , , , , 
1720,18085,10:00 - 11:00, , , , , , 
1721,18085,11:00 - 12:00, ,X, , , , 
1722,18085,12:00 - 13:00, ,X, , , , 
1723,18085,13:00 - 14:00, , , , , , 
1724,18085,14:00 - 15:00, , , , , , 
1725,18085,15:00 - 16:00, , , , , , 
1726,18085,16:00 - 17:00, , , , , , 
1727,18085,17:00 - 18:00, , , , , , 
1728,18085,18:00 - 19:00, , , , , , 
1729,18085,19:00 - 20:00, , , , , , 
1730,18085,20:00 - 21:00, , , , , , 
1731,18085,21:00 - 22:00, , , , , , 
1732,18085,22:00 - 23:00, , , , , , 
1733,18085,4,,,,,,
1734,18242,7:00 - 8:00, , , , , , 
1735,18242,8:00 - 9:00, , , , , , 
1736,18242,9:00 - 10:00, , , , , , 
1737,18242,10:00 - 11:00, , , , , , 
1738,18242,11:00 - 12:00, , , , , , 
1739,18242,12:00 - 13:00, , , , , , 
1740,18242,13:00 - 14:00, , , , , , 
1741,18242,14:00 - 15:00, , , , , , 
1742,18242,15:00 - 16:00, , , , , , 
1743,18242,16:00 - 17:00,X,X, , , , 
1744,18242,17:00 - 18:00,X,X, , , , 
1745,18242,18:00 - 19:00, , , , , , 
1746,18242,19:00 - 20:00, , , , , , 
1747,18242,20:00 - 21:00, , , , , , 
1748,18242,21:00 - 22:00, , , , , , 
1749,18242,22:00 - 23:00, , , , , , 
1750,18242,4,,,,,,
1751,18252,7:00 - 8:00,X,X,X, , , 
1752,18252,8:00 - 9:00,X,X,X, , , 
1753,18252,9:00 - 10:00,X,X,X,X, , 
1754,18252,10:00 - 11:00,X, , ,X, , 
1755,18252,11:00 - 12:00, , , ,X, , 
1756,18252,12:00 - 13:00, , , , , , 
1757,18252,13:00 - 14:00, , , , , , 
1758,18252,14:00 - 15:00, , , , , , 
1759,18252,15:00 - 16:00, , , , , , 
1760,18252,16:00 - 17:00, , ,X, , , 
1761,18252,17:00 - 18:00, , , , , , 
1762,18252,18:00 - 19:00, , , , , , 
1763,18252,19:00 - 20:00, , , , , , 
1764,18252,20:00 - 21:00, , , , , , 
1765,18252,21:00 - 22:00, , , , , , 
1766,18252,22:00 - 23:00, , , , , , 
1767,18252,14,,,,,,
1768,18352,7:00 - 8:00, , , , , , 
1769,18352,8:00 - 9:00, , , , , , 
1770,18352,9:00 - 10:00, , , , , , 
1771,18352,10:00 - 11:00, , , , , , 
1772,18352,11:00 - 12:00, , , , , , 
1773,18352,12:00 - 13:00, , , , , , 
1774,18352,13:00 - 14:00, , , , , , 
1775,18352,14:00 - 15:00, , , , , , 
1776,18352,15:00 - 16:00, , , , , , 
1777,18352,16:00 - 17:00, , , , , , 
1778,18352,17:00 - 18:00, , , , , , 
1779,18352,18:00 - 19:00,X, , ,X, , 
1780,18352,19:00 - 20:00,X, , ,X, , 
1781,18352,20:00 - 21:00,X, , ,X, , 
1782,18352,21:00 - 22:00,X, , ,X, , 
1783,18352,22:00 - 23:00, , , , , , 
1784,18352,8,,,,,,
1785,18394,7:00 - 8:00, , , , , , 
1786,18394,8:00 - 9:00, , , , , , 
1787,18394,9:00 - 10:00, , , , , , 
1788,18394,10:00 - 11:00, , , , , , 
1789,18394,11:00 - 12:00, , , , , , 
1790,18394,12:00 - 13:00, , , , , , 
1791,18394,13:00 - 14:00, , , , , , 
1792,18394,14:00 - 15:00, , , , , , 
1793,18394,15:00 - 16:00, , , , , , 
1794,18394,16:00 - 17:00, , , , , , 
1795,18394,17:00 - 18:00, , , , , , 
1796,18394,18:00 - 19:00, , , ,X,X, 
1797,18394,19:00 - 20:00, , , ,X, , 
1798,18394,20:00 - 21:00, , ,X, , , 
1799,18394,21:00 - 22:00, , ,X, , , 
1800,18394,22:00 - 23:00, , , , , , 
1801,18394,5,,,,,,
1802,18471,7:00 - 8:00, , , , , , 
1803,18471,8:00 - 9:00, , , ,X, , 
1804,18471,9:00 - 10:00,X,X,X,X,X, 
1805,18471,10:00 - 11:00,X,X,X,X,X, 
1806,18471,11:00 - 12:00,X,X,X,X,X, 
1807,18471,12:00 - 13:00,X,X,X,X,X, 
1808,18471,13:00 - 14:00,X,X,X, ,X, 
1809,18471,14:00 - 15:00, , , , , , 
1810,18471,15:00 - 16:00, , , , , , 
1811,18471,16:00 - 17:00,X,X,X,X,X, 
1812,18471,17:00 - 18:00,X,X,X,X,X, 
1813,18471,18:00 - 19:00,X,X,X,X,X, 
1814,18471,19:00 - 20:00, , , , , , 
1815,18471,20:00 - 21:00, , , , , , 
1816,18471,21:00 - 22:00, , , , , , 
1817,18471,22:00 - 23:00, , , , , , 
1818,18471,40,,,,,,
1819,19075,7:00 - 8:00, , , , , , 
1820,19075,8:00 - 9:00,X,X,X,X,X, 
1821,19075,9:00 - 10:00,X,X,X,X,X, 
1822,19075,10:00 - 11:00,X,X,X,X,X, 
1823,19075,11:00 - 12:00,X,X,X,X,X, 
1824,19075,12:00 - 13:00,X,X,X,X,X, 
1825,19075,13:00 - 14:00, , , , , , 
1826,19075,14:00 - 15:00, , , , , , 
1827,19075,15:00 - 16:00, , , , , , 
1828,19075,16:00 - 17:00, , , , , , 
1829,19075,17:00 - 18:00, , , , , , 
1830,19075,18:00 - 19:00,X,X,X,X,X, 
1831,19075,19:00 - 20:00,X,X,X,X,X, 
1832,19075,20:00 - 21:00,X,X,X,X,X, 
1833,19075,21:00 - 22:00, , , , , , 
1834,19075,22:00 - 23:00, , , , , , 
1835,19075,40,,,,,,
1836,19077,7:00 - 8:00, , , , , , 
1837,19077,8:00 - 9:00, , , , , , 
1838,19077,9:00 - 10:00,X,X,X,X,X, 
1839,19077,10:00 - 11:00,X,X,X,X,X, 
1840,19077,11:00 - 12:00,X,X,X,X,X, 
1841,19077,12:00 - 13:00,X,X,X,X,X, 
1842,19077,13:00 - 14:00, , , , , , 
1843,19077,14:00 - 15:00, , , , , , 
1844,19077,15:00 - 16:00, , , , , , 
1845,19077,16:00 - 17:00, , , , , , 
1846,19077,17:00 - 18:00,X,X,X,X,X, 
1847,19077,18:00 - 19:00,X,X,X,X,X, 
1848,19077,19:00 - 20:00,X,X,X,X,X, 
1849,19077,20:00 - 21:00,X,X,X,X,X, 
1850,19077,21:00 - 22:00, , , , , , 
1851,19077,22:00 - 23:00, , , , , , 
1852,19077,40,,,,,,
1853,19222,7:00 - 8:00, , , , , , 
1854,19222,8:00 - 9:00, , ,X, , , 
1855,19222,9:00 - 10:00, ,X,X, , , 
1856,19222,10:00 - 11:00, ,X, , , , 
1857,19222,11:00 - 12:00, , , , , , 
1858,19222,12:00 - 13:00, , , , , , 
1859,19222,13:00 - 14:00, , , , , , 
1860,19222,14:00 - 15:00, , , , , , 
1861,19222,15:00 - 16:00, , , , , , 
1862,19222,16:00 - 17:00, , , , , , 
1863,19222,17:00 - 18:00, , , , , , 
1864,19222,18:00 - 19:00, , , , , , 
1865,19222,19:00 - 20:00, , , , , , 
1866,19222,20:00 - 21:00, , , , , , 
1867,19222,21:00 - 22:00, , , , , , 
1868,19222,22:00 - 23:00, , , , , , 
1869,19222,4,,,,,,
1870,19544,7:00 - 8:00, , , , , , 
1871,19544,8:00 - 9:00, , , , , , 
1872,19544,9:00 - 10:00, , , , , , 
1873,19544,10:00 - 11:00, , , , , , 
1874,19544,11:00 - 12:00, , , , , , 
1875,19544,12:00 - 13:00, , , , , , 
1876,19544,13:00 - 14:00, , , , , , 
1877,19544,14:00 - 15:00, , , , , , 
1878,19544,15:00 - 16:00, , , , , , 
1879,19544,16:00 - 17:00, , , , , , 
1880,19544,17:00 - 18:00, , , , , , 
1881,19544,18:00 - 19:00,X, , , ,X, 
1882,19544,19:00 - 20:00,X, , , ,X, 
1883,19544,20:00 - 21:00, , , , , , 
1884,19544,21:00 - 22:00, , , , , , 
1885,19544,22:00 - 23:00, , , , , , 
1886,19544,4,,,,,,
1887,19713,7:00 - 8:00,X,X,X,X,X, 
1888,19713,8:00 - 9:00,X,X,X,X,X, 
1889,19713,9:00 - 10:00,X,X,X,X,X, 
1890,19713,10:00 - 11:00,X,X,X, ,X, 
1891,19713,11:00 - 12:00, , , , , , 
1892,19713,12:00 - 13:00, , , , , , 
1893,19713,13:00 - 14:00, , , , , , 
1894,19713,14:00 - 15:00, , , , , , 
1895,19713,15:00 - 16:00, , , , , , 
1896,19713,16:00 - 17:00, , , , , , 
1897,19713,17:00 - 18:00, , , , , , 
1898,19713,18:00 - 19:00,X,X,X,X, , 
1899,19713,19:00 - 20:00,X,X,X,X, , 
1900,19713,20:00 - 21:00, , ,X,X,X, 
1901,19713,21:00 - 22:00, , ,X,X,X, 
1902,19713,22:00 - 23:00, , , , , , 
1903,19713,33,,,,,,
1904,19975,7:00 - 8:00, , ,X, , , 
1905,19975,8:00 - 9:00, , ,X, , , 
1906,19975,9:00 - 10:00, , , , , , 
1907,19975,10:00 - 11:00, , , , , , 
1908,19975,11:00 - 12:00, , , , , , 
1909,19975,12:00 - 13:00, , , , , , 
1910,19975,13:00 - 14:00, , , , , , 
1911,19975,14:00 - 15:00, , , , , , 
1912,19975,15:00 - 16:00, , , , , , 
1913,19975,16:00 - 17:00, , , , , , 
1914,19975,17:00 - 18:00, , , , , , 
1915,19975,18:00 - 19:00, , , , , , 
1916,19975,19:00 - 20:00, , , , , , 
1917,19975,20:00 - 21:00, , , , , , 
1918,19975,21:00 - 22:00, , , , , , 
1919,19975,22:00 - 23:00, , , , , , 
1920,19975,2,,,,,,
1921,20149,7:00 - 8:00, , ,X, , , 
1922,20149,8:00 - 9:00, , ,X, , , 
1923,20149,9:00 - 10:00, , , , , , 
1924,20149,10:00 - 11:00, , , , , , 
1925,20149,11:00 - 12:00, , , , , , 
1926,20149,12:00 - 13:00, , , , , , 
1927,20149,13:00 - 14:00, , , , , , 
1928,20149,14:00 - 15:00, , , , , , 
1929,20149,15:00 - 16:00, , , , , , 
1930,20149,16:00 - 17:00, , , , , , 
1931,20149,17:00 - 18:00, , , , , , 
1932,20149,18:00 - 19:00, , , , , , 
1933,20149,19:00 - 20:00, , , , , , 
1934,20149,20:00 - 21:00, , , , , , 
1935,20149,21:00 - 22:00, , , , , , 
1936,20149,22:00 - 23:00, , , , , , 
1937,20149,2,,,,,,
1938,20275,7:00 - 8:00, , , , , , 
1939,20275,8:00 - 9:00, , , , , , 
1940,20275,9:00 - 10:00, , , , , , 
1941,20275,10:00 - 11:00, , , , , , 
1942,20275,11:00 - 12:00, , , , , , 
1943,20275,12:00 - 13:00, , , , , , 
1944,20275,13:00 - 14:00, , , , , , 
1945,20275,14:00 - 15:00, , , , , , 
1946,20275,15:00 - 16:00, , , , , , 
1947,20275,16:00 - 17:00, , , , , , 
1948,20275,17:00 - 18:00, , , , , , 
1949,20275,18:00 - 19:00, , , , , , 
1950,20275,19:00 - 20:00, , , , , , 
1951,20275,20:00 - 21:00,X, ,X, , , 
1952,20275,21:00 - 22:00,X, ,X, , , 
1953,20275,22:00 - 23:00, , , , , , 
1954,20275,4,,,,,,
1955,20276,7:00 - 8:00,X,X,X,X,X, 
1956,20276,8:00 - 9:00, , ,X,X,X, 
1957,20276,9:00 - 10:00, , , , , , 
1958,20276,10:00 - 11:00, , , , , , 
1959,20276,11:00 - 12:00, , , , , , 
1960,20276,12:00 - 13:00, , , , , , 
1961,20276,13:00 - 14:00, , , , , , 
1962,20276,14:00 - 15:00, , , , , , 
1963,20276,15:00 - 16:00, , , , , , 
1964,20276,16:00 - 17:00, ,X, , ,X, 
1965,20276,17:00 - 18:00, ,X, , ,X, 
